ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
seq756,0.00,0.00,131.01,0.00,0.00,1.57,0.00,0.00,30.12,14.69,0.00,0.00,0.00,0.00,70.12,0.00,0.00,129.04,0.00,64.62
seq757,0.00,0.00,0.00,6.07,6.93,3.75,0.00,7.85,3.85,5.54,0.00,0.00,0.00,0.00,0.00,8.93,0.00,12.07,6.07,0.00
seq758,16.61,38.75,28.14,25.05,24.28,17.41,58.25,23.26,24.39,26.19,38.39,24.14,26.97,26.07,27.74,14.25,18.26,14.34,42.75,28.91
seq759,20.73,20.23,14.03,17.59,0.00,15.54,27.76,14.62,8.32,15.49,0.00,13.64,25.41,0.00,0.00,7.46,16.05,9.74,16.32,17.32
seq760,14.17,0.00,26.17,0.00,10.00,9.96,0.00,16.03,28.03,10.14,0.00,10.55,24.43,8.96,16.90,16.83,13.17,7.48,0.00,17.38
seq761,14.19,0.00,39.21,58.08,41.66,23.23,86.00,21.01,30.85,17.54,40.21,38.83,53.73,81.83,53.77,28.64,41.09,42.81,65.60,60.71
seq762,22.05,52.05,76.43,25.91,74.80,13.75,43.94,38.48,48.95,16.73,126.66,29.29,40.41,28.79,46.39,19.23,23.37,21.45,60.92,47.30
seq763,29.33,41.30,43.24,48.01,74.95,27.03,39.45,18.84,55.46,21.25,65.44,49.43,41.31,29.36,31.52,26.32,28.45,33.08,59.98,33.09
seq764,5.19,0.00,0.00,0.00,30.15,5.96,28.38,30.15,7.63,19.82,0.00,21.32,0.00,32.03,0.00,21.32,0.00,8.09,17.64,0.00
seq765,7.06,0.00,0.00,10.81,0.00,7.33,0.00,13.07,9.56,3.08,0.00,7.31,0.00,0.00,0.00,10.81,7.06,7.81,0.00,0.00
seq766,11.04,0.00,21.86,0.00,0.00,7.63,0.00,0.00,8.88,5.12,0.00,17.75,23.45,17.26,0.00,16.90,0.00,8.27,25.17,19.10
seq767,0.00,7.73,5.54,7.07,0.00,13.07,9.87,2.92,6.67,0.00,0.00,8.67,0.00,0.00,0.00,7.73,11.33,0.00,0.00,0.00
seq768,20.24,5.88,0.00,0.00,34.13,10.91,18.86,18.13,0.00,13.86,0.00,26.24,29.08,22.76,6.62,9.54,26.43,0.00,27.61,10.69
seq769,7.17,0.00,6.94,0.00,6.94,8.06,0.00,0.00,4.94,9.94,0.00,9.47,0.00,0.00,0.00,17.05,0.00,5.81,0.00,0.00
seq770,7.79,0.00,15.94,0.00,13.03,7.63,0.00,0.00,7.37,8.25,0.00,0.00,0.00,17.10,26.41,30.03,16.91,8.55,0.00,0.00
seq771,7.73,0.00,0.00,0.00,6.67,7.73,0.00,7.07,4.15,6.92,0.00,11.33,0.00,0.00,0.00,8.67,13.07,7.07,0.00,0.00
seq772,9.04,14.30,0.00,0.00,0.00,0.00,0.00,9.70,19.10,14.62,0.00,14.14,9.93,0.00,23.45,9.11,6.50,0.00,0.00,13.59
seq773,12.30,0.00,34.91,0.00,19.71,12.38,26.63,24.45,27.36,29.79,34.91,11.34,0.00,20.12,0.00,41.57,10.29,17.62,33.80,21.69
seq774,18.69,0.00,24.54,25.71,103.53,10.44,49.67,36.11,34.52,28.58,46.40,25.93,45.47,24.27,26.25,21.12,53.76,25.79,50.96,33.72
seq775,19.69,10.26,47.79,46.62,38.64,11.76,20.25,32.70,42.80,32.84,98.00,26.33,67.71,28.83,42.56,11.57,66.00,32.52,67.90,33.42
seq776,17.02,20.60,17.70,76.30,65.12,22.76,57.75,31.14,18.88,33.99,84.50,21.88,28.60,37.17,18.75,19.88,21.19,30.44,30.63,35.07
seq777,17.81,20.52,15.85,37.36,71.02,15.08,74.50,31.92,18.79,30.90,66.22,22.16,51.78,48.09,26.98,23.48,20.13,40.22,32.04,36.50
seq778,42.82,19.78,18.99,67.88,32.96,21.74,41.46,36.37,13.10,21.76,82.77,20.12,55.06,50.13,20.63,23.86,32.16,36.97,31.15,33.97
seq779,0.00,5.17,16.48,26.74,15.29,32.03,0.00,0.00,5.03,10.90,0.00,12.97,11.33,0.00,16.03,18.00,0.00,0.00,22.85,0.00
seq780,29.32,55.10,25.74,10.69,17.23,18.52,32.97,19.61,13.31,45.09,27.30,56.21,27.84,75.22,51.14,34.99,64.39,35.89,35.20,17.19
seq781,29.55,9.65,36.92,26.42,26.61,10.48,46.85,37.22,14.98,20.31,0.00,18.25,28.98,0.00,45.38,13.89,24.44,42.62,17.46,15.12
seq782,8.63,8.48,0.00,0.00,0.00,15.16,0.00,16.28,21.91,16.91,0.00,0.00,15.10,0.00,28.16,7.32,3.83,13.61,18.53,0.00
seq783,8.26,9.54,16.64,0.00,0.00,14.40,0.00,23.04,11.04,8.79,0.00,0.00,7.41,12.79,15.44,12.21,13.52,7.88,0.00,12.24
seq784,7.08,0.00,11.08,6.92,0.00,0.00,0.00,0.00,5.54,9.38,0.00,6.15,8.00,0.00,5.69,0.00,4.75,5.75,0.00,0.00
seq785,42.47,16.19,39.38,28.00,33.95,14.01,27.42,23.34,39.54,35.42,46.27,17.61,40.03,30.62,14.49,29.56,15.56,17.84,74.35,29.66
seq786,7.08,7.62,31.51,19.66,0.00,12.31,21.69,0.00,15.16,36.48,20.80,10.93,25.96,43.02,23.11,18.28,18.70,12.79,24.36,22.22
seq787,56.63,41.80,28.65,49.72,95.35,36.17,115.59,34.21,12.66,40.85,89.99,20.16,19.04,31.91,62.58,26.10,28.98,48.96,0.00,11.15
seq788,2.67,0.00,5.27,0.00,4.73,9.09,0.00,0.00,0.00,0.00,0.00,5.27,6.18,0.00,0.00,0.00,0.00,4.10,0.00,7.45
seq789,9.17,7.61,19.69,22.55,22.68,13.25,37.87,18.00,14.34,30.85,0.00,11.84,20.34,22.89,0.00,15.59,22.98,0.00,0.00,43.11
seq790,0.00,6.00,36.12,0.00,17.92,7.49,0.00,18.56,16.51,20.18,0.00,19.23,19.02,0.00,6.44,14.92,0.00,28.12,0.00,20.36
seq791,41.88,49.41,0.00,0.00,48.27,12.65,0.00,62.72,73.01,52.43,29.62,44.21,58.93,42.51,17.30,65.29,67.33,55.26,38.34,11.69
seq792,38.99,33.70,41.30,52.84,57.73,12.38,41.73,38.82,74.49,24.87,67.73,25.39,61.76,60.35,11.18,25.83,39.04,19.70,29.42,16.30
seq793,7.79,0.00,0.00,8.93,6.36,5.69,10.36,4.77,6.07,3.58,0.00,0.00,0.00,0.00,10.36,6.93,0.00,0.00,0.00,0.00
seq794,9.41,0.00,0.00,0.00,13.29,15.06,13.29,8.59,5.07,2.50,0.00,0.00,8.00,0.00,0.00,10.47,0.00,9.56,0.00,7.53
seq795,25.61,23.10,35.36,23.74,17.83,17.75,15.91,40.03,12.98,37.66,66.18,0.00,22.27,14.04,39.30,44.51,26.52,27.64,0.00,23.73
seq796,4.41,0.00,0.00,0.00,24.04,5.57,9.68,17.58,12.96,12.24,0.00,8.24,0.00,0.00,12.50,24.04,17.58,6.54,16.40,0.00
seq797,16.23,9.37,24.40,32.33,39.52,16.43,0.00,0.00,15.12,54.64,30.03,15.52,22.06,0.00,18.85,15.34,21.80,18.37,27.60,11.33
seq798,22.04,0.00,9.04,7.74,5.65,11.84,12.24,0.00,0.00,16.64,12.80,0.00,0.00,6.55,10.04,8.26,0.00,0.00,0.00,0.00
seq799,0.00,0.00,6.00,12.07,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0.00,6.67,7.81,6.53,9.87,0.00,0.00,0.00,6.27
seq800,27.65,8.11,27.52,26.02,50.43,19.91,11.40,0.00,8.55,30.59,0.00,16.07,54.09,50.43,29.30,16.11,30.27,22.29,0.00,20.25
seq801,6.36,0.00,6.67,13.07,0.00,4.93,0.00,8.67,0.00,4.21,0.00,6.15,0.00,6.67,0.00,11.33,7.73,0.00,0.00,0.00
seq802,21.90,149.20,17.75,35.45,41.98,18.94,51.72,34.20,25.71,27.08,91.67,57.41,25.71,40.92,26.54,19.05,21.30,29.74,55.18,40.90
seq803,0.00,0.00,7.07,13.07,9.87,3.85,0.00,0.00,6.67,7.07,0.00,6.36,9.87,11.33,0.00,0.00,11.33,6.53,0.00,8.67
seq804,17.50,19.58,27.05,23.75,50.46,13.28,79.01,155.83,0.00,15.25,48.11,62.82,41.06,65.84,48.12,31.22,17.16,32.51,82.70,24.47
seq805,22.92,40.89,23.24,24.25,22.89,13.04,50.92,15.09,56.49,15.88,58.66,50.27,23.89,35.18,15.43,10.70,27.35,21.31,62.68,44.70
seq806,11.53,30.06,24.36,98.38,26.58,20.91,0.00,30.00,31.69,27.09,66.01,23.87,39.99,20.77,15.09,13.28,21.21,52.67,0.00,36.38
seq807,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.00,8.42,0.00,0.00,0.00,0.00,0.00,30.36,0.00,0.00,0.00,8.79,34.03
seq808,17.36,14.96,28.12,0.00,0.00,19.54,0.00,61.15,15.11,16.65,51.61,59.74,15.68,32.74,20.59,30.92,12.47,38.62,0.00,63.34
seq809,0.00,9.23,21.30,13.71,22.93,14.23,0.00,27.02,0.00,19.67,21.02,15.49,42.02,2.97,15.66,10.34,0.00,29.35,0.00,0.00
seq810,0.00,0.00,6.67,7.73,0.00,0.00,0.00,6.36,11.33,4.79,0.00,0.00,11.33,2.73,0.00,0.00,7.07,0.00,0.00,7.73
seq811,16.59,6.35,0.00,0.00,0.00,0.00,0.00,7.33,0.00,10.05,0.00,10.23,9.75,4.28,4.75,0.00,0.00,0.00,0.00,0.00
seq812,17.11,6.62,24.60,21.24,19.42,10.17,23.02,0.00,14.80,0.00,0.00,23.57,0.00,18.18,20.07,12.52,14.13,11.33,0.00,30.85
seq813,26.90,67.25,28.45,26.38,28.95,16.86,56.00,25.07,20.58,26.75,101.19,10.46,45.68,22.76,24.93,30.56,27.50,20.14,50.15,27.32
seq814,10.26,0.00,20.21,11.60,14.21,9.88,0.00,15.44,10.04,6.78,16.64,12.80,11.88,14.40,0.00,11.52,12.79,0.00,0.00,21.20
seq815,12.04,0.00,13.52,18.54,14.54,8.43,0.00,7.71,18.00,0.00,8.38,21.20,20.21,11.60,13.52,11.84,12.24,9.88,0.00,21.20
seq816,25.83,5.78,37.91,29.21,49.25,12.77,14.03,63.35,34.87,14.63,0.00,25.86,67.07,26.21,44.68,12.54,15.38,14.92,49.41,42.65
seq817,5.69,0.00,0.00,0.00,0.00,7.08,0.00,3.27,0.00,2.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
seq818,27.01,61.36,56.30,22.44,49.23,18.25,40.28,45.89,39.40,14.52,0.00,30.79,30.60,23.33,17.26,15.35,30.40,26.06,0.00,47.14
seq819,6.47,0.00,11.39,0.00,12.72,9.41,0.00,5.06,8.00,9.06,0.00,0.00,16.06,0.00,0.00,7.41,0.00,4.06,0.00,0.00
seq820,98.38,37.07,28.78,35.25,37.18,18.17,23.84,34.53,20.11,25.20,48.58,24.38,16.14,31.35,8.55,25.56,35.94,43.24,69.12,46.69
seq821,6.92,0.00,5.54,8.00,0.00,0.00,0.00,6.15,0.00,2.70,0.00,0.00,9.38,5.42,8.00,0.00,0.00,0.00,0.00,11.08
seq822,21.20,18.96,0.00,0.00,0.00,13.76,13.58,4.78,22.19,17.58,0.00,22.19,4.32,12.04,13.04,0.00,0.00,7.04,18.96,0.00
seq823,13.79,16.97,23.81,12.97,27.16,17.77,0.00,10.69,5.93,9.97,0.00,10.03,26.17,0.00,0.00,14.70,14.52,11.50,25.42,0.00
seq824,7.76,13.58,0.00,0.00,13.52,18.00,0.00,13.04,17.58,9.38,0.00,16.35,8.09,0.00,15.44,0.00,9.20,8.96,0.00,0.00
seq825,0.00,0.00,5.21,0.00,0.00,1.82,0.00,9.87,7.50,0.00,0.00,6.53,0.00,13.07,8.93,0.00,0.00,7.73,0.00,0.00
seq826,17.32,130.11,18.66,32.87,72.65,19.67,51.70,33.13,34.83,15.71,56.72,27.10,67.86,60.17,28.45,30.06,28.00,19.78,121.56,32.11
seq827,13.36,9.19,13.05,29.78,30.67,19.62,0.00,41.15,19.54,23.52,0.00,10.17,22.23,31.64,20.52,24.67,40.58,30.25,27.33,18.46
seq828,22.04,0.00,37.09,11.76,41.05,24.72,31.09,41.54,14.47,26.13,20.13,0.00,28.07,17.80,12.75,26.38,23.91,11.90,0.00,46.07
seq829,0.00,0.00,0.00,6.07,10.36,3.75,0.00,0.00,7.79,6.36,0.00,0.00,0.00,0.00,0.00,4.31,0.00,7.08,4.77,0.00
seq830,0.00,7.39,12.75,16.84,0.00,23.81,10.83,0.00,14.52,0.00,15.55,0.00,15.10,6.19,4.64,21.17,0.00,0.00,0.00,0.00
seq831,5.42,0.00,0.00,0.00,10.08,0.00,0.00,9.38,6.92,5.75,0.00,5.54,0.00,0.00,0.00,4.75,6.92,0.00,5.69,0.00
seq832,14.82,6.06,10.93,20.60,20.31,11.76,36.31,21.23,6.81,24.31,18.93,35.27,25.41,0.00,0.00,0.00,13.03,25.26,0.00,0.00
seq833,34.13,6.67,0.00,13.43,18.22,20.58,0.00,17.08,7.38,0.00,20.24,20.97,18.03,22.76,18.34,17.57,11.14,19.46,0.00,9.75
seq834,0.00,10.82,31.93,29.50,21.02,24.66,0.00,23.57,18.88,12.07,0.00,27.02,14.20,16.51,13.45,21.57,14.32,33.39,30.57,17.58
seq835,4.24,0.00,7.89,18.05,0.00,4.12,0.00,0.00,0.00,7.05,0.00,0.00,3.19,0.00,0.00,10.25,0.00,13.25,0.00,0.00
seq836,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,2.67,9.09,7.45,0.00,0.00,0.00,0.00,0.00,2.89,0.00,7.45
seq837,30.66,5.33,24.97,18.13,25.30,9.03,0.00,23.41,5.78,0.00,0.00,14.76,19.08,0.00,0.00,8.11,34.13,16.74,21.82,0.00
seq838,16.77,20.22,26.98,75.01,73.76,17.94,62.50,28.88,22.00,28.13,71.57,13.26,0.00,54.00,16.99,11.78,33.59,39.27,31.57,52.10
seq839,17.32,64.19,43.94,24.83,23.20,19.65,22.81,29.71,23.34,30.68,44.49,41.52,26.07,29.87,14.47,39.21,35.22,20.36,35.21,39.62
seq840,21.62,39.32,0.00,28.97,47.53,17.51,20.51,24.72,53.09,13.20,35.44,30.61,15.55,27.28,21.63,15.10,49.85,38.91,0.00,70.51
seq841,14.93,9.95,27.17,0.00,29.07,23.52,20.98,0.00,12.26,15.56,0.00,15.17,22.02,14.10,16.51,16.18,0.00,10.82,24.31,0.00
seq842,16.24,12.77,0.00,0.00,49.11,14.92,38.63,22.92,15.47,18.47,42.27,31.02,19.18,33.68,59.08,12.75,26.39,27.52,34.03,15.18
seq843,13.24,18.41,16.92,19.08,43.75,25.57,49.66,0.00,50.88,40.77,31.18,30.01,22.60,71.87,35.64,64.31,24.98,19.74,29.15,19.74
seq844,14.95,18.45,21.18,31.80,26.88,18.86,57.53,31.73,23.97,30.07,66.83,36.62,37.13,67.66,60.71,47.22,28.32,32.84,68.62,19.46
seq845,22.24,21.67,18.99,34.07,53.51,34.38,0.00,33.28,23.30,39.99,72.67,27.17,73.78,64.10,21.02,18.52,25.89,25.49,37.23,25.09
seq846,14.91,0.00,13.14,0.00,20.97,9.28,17.51,14.00,11.38,19.25,0.00,26.65,31.35,18.00,32.14,14.47,0.00,17.69,12.81,20.97
seq847,26.55,179.24,74.21,177.11,48.11,12.81,159.33,31.34,30.67,29.05,86.08,15.31,36.25,30.29,45.20,15.46,16.23,29.11,152.39,23.25
seq848,14.72,77.17,23.17,69.74,18.01,15.12,65.70,33.14,37.46,16.77,101.05,24.26,24.19,48.25,89.90,18.75,31.03,16.57,0.00,49.72
seq849,31.50,227.87,30.32,16.27,34.82,13.45,87.46,73.02,42.86,14.88,107.22,64.55,30.27,52.88,28.63,28.33,30.02,17.63,140.34,31.09
seq850,67.79,18.43,20.34,59.21,38.41,21.24,59.11,48.55,27.53,17.66,42.35,30.78,24.28,24.88,16.72,29.91,28.67,41.35,60.19,79.36
seq851,21.65,92.32,33.59,24.43,68.14,14.92,51.22,28.87,20.91,24.24,36.39,31.82,31.99,30.23,17.08,20.91,66.92,27.27,58.20,60.81
seq852,46.47,35.34,34.54,28.20,20.39,16.94,15.99,37.28,11.73,16.90,59.38,41.92,36.43,69.01,24.08,24.34,15.65,37.54,30.16,47.05
seq853,16.92,8.17,15.44,21.82,17.54,9.78,24.36,23.52,9.25,22.21,0.00,17.33,0.00,0.00,11.55,11.73,31.02,21.12,0.00,0.00
seq854,29.96,45.65,38.71,32.20,70.74,28.23,70.97,32.73,134.03,20.76,66.47,51.81,30.74,32.90,15.12,25.29,38.23,23.90,71.55,55.90
seq855,15.17,57.23,32.62,98.25,36.36,15.89,54.69,73.51,48.48,45.82,103.41,55.31,24.35,31.17,31.36,21.05,21.98,41.82,63.49,49.61
seq856,30.03,5.85,0.00,0.00,24.78,9.83,0.00,9.87,21.91,0.00,0.00,19.53,0.00,9.04,12.84,13.59,0.00,0.00,12.00,9.52
seq857,21.92,22.92,28.53,91.92,42.26,20.75,74.55,73.97,68.97,43.08,116.68,23.75,37.55,22.53,31.33,22.26,23.23,32.48,62.19,33.21
seq858,25.54,62.43,27.99,22.93,49.15,21.32,34.12,27.73,17.70,20.72,58.71,40.14,41.84,32.11,81.37,20.11,32.20,20.77,66.56,31.34
seq859,22.69,26.39,27.46,31.35,48.59,28.79,42.01,29.37,24.96,15.26,0.00,32.12,25.66,54.85,28.22,53.78,9.89,11.88,52.76,59.39
seq860,0.00,0.00,12.32,11.39,0.00,9.47,0.00,0.00,0.00,8.63,0.00,8.28,8.06,8.59,0.00,0.00,10.28,13.29,0.00,14.28
seq861,7.85,0.00,10.36,0.00,12.07,4.31,0.00,3.75,5.69,12.07,7.79,0.00,0.00,0.00,0.00,0.00,0.00,8.93,0.00,0.00
seq862,7.85,0.00,10.36,0.00,12.07,4.31,0.00,4.77,5.69,5.69,7.79,0.00,0.00,0.00,0.00,0.00,0.00,6.93,0.00,0.00
seq863,16.62,12.57,26.03,19.57,53.21,15.92,0.00,51.59,9.59,34.03,0.00,21.97,34.79,58.04,34.88,32.30,16.51,59.65,36.25,46.96
seq864,38.41,15.03,18.76,51.14,36.55,17.05,63.45,32.30,23.56,73.73,98.73,38.71,31.18,31.45,37.92,37.37,23.75,21.25,91.04,20.50
seq865,49.05,15.32,41.80,17.16,61.09,13.93,79.78,65.23,12.42,31.66,0.00,40.90,24.87,18.13,39.76,38.06,19.42,51.81,42.68,68.09
seq866,0.00,0.00,0.00,0.00,11.08,3.75,0.00,5.42,5.54,2.30,0.00,0.00,8.00,0.00,0.00,6.92,0.00,6.15,0.00,0.00
seq867,31.52,18.05,0.00,27.52,14.95,12.98,31.54,24.95,15.86,16.44,63.02,32.62,16.67,40.40,17.85,16.33,0.00,40.77,0.00,55.63
seq868,10.50,21.93,21.67,0.00,20.56,19.76,25.16,20.93,23.07,28.37,25.16,8.31,0.00,0.00,0.00,11.32,15.12,10.68,21.26,29.64
seq869,14.99,26.99,30.29,43.21,21.99,15.04,77.82,60.33,57.70,51.95,113.20,21.13,20.82,37.61,114.16,11.44,21.13,34.83,135.01,60.00
seq870,14.34,25.62,0.00,0.00,34.33,12.97,0.00,12.50,0.00,20.02,0.00,11.08,11.66,0.00,14.13,21.12,10.80,14.62,12.97,23.52
seq871,16.03,0.00,0.00,0.00,12.39,20.03,0.00,26.17,6.54,5.44,0.00,0.00,15.37,0.00,5.12,14.69,18.83,10.14,0.00,0.00
seq872,7.12,0.00,0.00,0.00,12.11,20.03,0.00,18.83,10.89,10.32,0.00,0.00,16.03,0.00,7.32,12.48,24.43,11.93,0.00,0.00
seq873,21.37,22.83,10.54,7.39,0.00,17.77,0.00,0.00,14.03,10.89,0.00,0.00,0.00,7.21,8.73,12.48,0.00,14.83,0.00,14.28
seq874,25.75,20.79,54.34,12.22,42.08,23.43,29.96,0.00,73.25,14.06,24.26,40.62,17.03,22.67,6.61,48.27,0.00,27.33,24.44,44.93
seq875,44.10,116.58,23.05,30.85,57.95,41.42,77.78,20.39,19.33,10.66,0.00,25.33,30.16,36.32,180.03,20.78,27.92,16.82,148.87,0.00
seq876,0.00,0.00,13.07,4.77,0.00,0.00,0.00,0.00,7.79,5.50,9.87,13.07,0.00,11.33,4.07,11.33,0.00,7.07,0.00,0.00
seq877,9.77,27.61,28.16,27.23,25.33,24.40,16.70,31.36,23.86,11.25,91.08,45.65,25.51,38.43,32.74,28.14,56.60,22.65,115.59,73.08
seq878,15.96,46.31,21.81,16.67,23.61,20.79,16.98,23.88,13.41,15.76,96.75,32.37,41.52,47.67,38.11,34.64,0.00,17.04,86.33,51.23
seq879,14.37,9.12,10.81,7.20,0.00,23.19,0.00,11.58,16.35,12.52,0.00,14.37,0.00,9.12,8.88,12.19,17.26,25.04,0.00,15.27
seq880,0.00,0.00,0.00,8.28,16.06,5.19,0.00,0.00,3.87,11.39,0.00,0.00,10.28,0.00,0.00,16.06,0.00,6.94,0.00,3.73
seq881,29.63,130.82,26.15,27.25,46.02,17.50,60.52,31.56,47.57,23.03,95.92,30.36,43.02,57.59,40.05,26.13,22.54,22.96,69.82,36.99
seq882,18.14,46.91,28.44,25.53,26.70,18.76,53.60,51.33,37.53,15.83,45.55,31.56,22.63,48.43,25.67,16.83,26.30,36.63,28.47,33.52
seq883,17.36,35.86,49.73,30.54,36.16,13.67,35.68,53.79,14.16,24.51,0.00,28.70,30.36,38.18,76.34,29.70,26.06,42.07,38.46,81.90
seq884,18.80,7.92,37.56,20.70,21.11,11.07,24.30,22.39,39.29,23.11,28.75,0.00,21.75,16.02,11.49,0.00,27.91,34.36,29.02,7.37
seq885,14.97,6.69,27.76,14.53,17.29,8.22,0.00,0.00,21.27,19.95,0.00,35.32,18.88,0.00,20.48,19.71,23.07,23.69,33.61,8.24
seq886,8.22,0.00,0.00,22.83,0.00,20.03,8.22,0.00,0.00,9.25,0.00,0.00,7.88,21.72,6.81,10.14,28.03,0.00,0.00,9.45
seq887,10.91,7.30,12.23,20.42,0.00,15.58,17.70,18.48,10.16,12.59,0.00,0.00,27.39,9.42,6.97,11.03,15.58,16.71,0.00,20.42
seq888,18.96,0.00,6.73,13.04,0.00,14.65,15.18,13.18,4.00,18.30,0.00,13.48,0.00,0.00,0.00,15.18,0.00,11.19,18.52,0.00
seq889,15.08,4.97,0.00,0.00,0.00,4.58,0.00,0.00,22.67,20.02,0.00,34.33,12.41,11.35,0.00,12.34,12.67,0.00,17.69,23.52
seq890,10.58,8.06,0.00,0.00,26.24,10.92,0.00,18.34,16.05,6.55,24.97,30.66,0.00,34.13,8.22,7.39,0.00,18.86,0.00,0.00
seq891,0.00,35.03,0.00,29.68,0.00,25.30,0.00,0.00,0.00,0.00,0.00,0.00,8.56,15.71,3.23,5.16,18.69,32.14,0.00,0.00
seq892,12.62,0.00,24.04,0.00,12.88,6.35,0.00,12.04,8.26,5.30,0.00,0.00,12.19,0.00,0.00,11.74,0.00,0.00,22.19,0.00
seq893,19.16,3.30,0.00,0.00,0.00,6.04,6.39,0.00,0.00,0.00,13.21,0.00,0.00,0.00,0.00,4.11,0.00,0.00,7.10,0.00
seq894,6.94,0.00,0.00,0.00,0.00,11.75,0.00,8.55,4.72,3.06,0.00,9.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.62
seq895,0.00,0.00,0.00,0.00,15.06,10.81,0.00,8.59,6.31,9.31,0.00,0.00,7.06,0.00,14.06,0.00,0.00,0.00,4.31,0.00
seq896,0.00,0.00,0.00,0.00,0.00,4.92,0.00,4.75,4.75,5.54,0.00,0.00,0.00,0.00,4.18,11.08,0.00,0.00,11.08,6.15
seq897,4.76,0.00,0.00,0.00,0.00,0.00,0.00,9.76,4.78,2.67,0.00,11.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
seq898,5.56,0.00,0.00,0.00,0.00,8.00,13.29,12.31,4.40,3.87,8.59,0.00,0.00,0.00,0.00,0.00,9.56,9.56,0.00,0.00
seq899,7.65,0.00,9.41,0.00,0.00,11.76,13.29,8.40,3.60,3.87,0.00,13.29,0.00,0.00,0.00,0.00,0.00,7.33,0.00,0.00
seq900,9.41,0.00,0.00,0.00,0.00,4.00,13.29,8.56,8.59,2.25,0.00,13.29,0.00,0.00,0.00,11.76,0.00,11.76,0.00,0.00
seq901,0.00,6.76,16.38,16.38,22.61,12.34,0.00,12.91,11.39,19.39,0.00,0.00,24.06,21.32,5.04,17.79,0.00,15.58,0.00,17.21
seq902,15.58,6.68,0.00,16.06,15.59,7.43,21.58,0.00,0.00,24.24,0.00,17.70,0.00,0.00,7.11,9.43,10.52,15.10,0.00,0.00
seq903,10.77,10.59,0.00,0.00,17.79,19.91,0.00,23.79,7.03,12.61,0.00,26.74,26.74,15.82,11.33,11.64,10.13,10.85,0.00,0.00
seq904,15.87,7.71,35.33,0.00,23.33,11.32,44.02,15.52,17.81,23.33,0.00,22.84,18.31,0.00,15.25,11.36,14.50,22.11,40.28,26.80
seq905,7.33,0.00,10.52,14.78,0.00,5.75,0.00,6.57,10.19,9.14,0.00,0.00,0.00,16.09,0.00,6.38,0.00,13.65,17.57,0.00
seq906,0.00,6.97,0.00,17.03,13.64,11.54,0.00,19.03,16.03,15.15,0.00,20.14,0.00,0.00,7.68,31.14,15.89,14.23,0.00,23.14
seq907,24.05,6.73,20.24,20.97,14.32,5.09,0.00,30.66,21.20,0.00,0.00,25.03,18.00,11.73,9.89,18.13,0.00,21.82,23.82,17.73
seq908,5.38,0.00,17.73,22.81,28.11,18.38,0.00,12.23,26.65,0.00,0.00,31.35,18.14,0.00,8.56,15.66,10.63,6.85,33.14,0.00
seq909,14.40,0.00,12.88,0.00,0.00,0.00,23.04,13.52,7.05,6.53,14.40,0.00,0.00,11.84,11.74,0.00,19.52,10.61,0.00,0.00
seq910,11.14,0.00,20.14,13.64,0.00,22.03,20.14,22.03,14.11,13.68,17.14,12.51,16.09,30.36,18.44,16.86,15.37,25.69,0.00,12.85
seq911,26.65,0.00,33.14,18.38,12.58,14.23,0.00,10.23,4.28,9.26,0.00,20.97,22.47,16.36,16.61,0.00,31.35,21.89,0.00,35.03
seq912,32.89,5.13,22.39,43.02,0.00,11.97,0.00,0.00,16.33,21.75,0.00,14.36,14.75,12.31,35.91,10.72,0.00,0.00,21.51,15.66
seq913,14.76,25.30,0.00,20.97,32.34,7.97,0.00,29.08,7.39,9.74,0.00,15.08,0.00,21.82,0.00,13.31,26.24,10.18,0.00,0.00
seq914,9.12,14.54,0.00,0.00,11.91,12.24,0.00,11.71,10.59,11.04,0.00,18.00,11.88,11.84,0.00,10.04,0.00,8.61,0.00,0.00
seq915,16.33,8.80,26.98,15.96,46.10,17.06,0.00,19.10,15.70,23.28,0.00,22.69,24.53,24.50,6.00,18.16,14.81,0.00,32.42,12.56
seq916,0.00,0.00,0.00,32.02,35.48,19.96,36.98,0.00,14.86,9.93,0.00,0.00,2.30,38.17,7.89,33.10,0.00,0.00,13.82,0.00
seq917,13.04,0.00,0.00,0.00,11.84,18.96,0.00,9.92,8.54,4.10,12.04,0.00,13.58,0.00,4.48,12.80,0.00,0.00,0.00,0.00
seq918,0.00,0.00,17.26,10.35,4.35,0.00,19.93,0.00,25.04,5.12,0.00,0.00,13.04,6.72,10.17,14.37,0.00,0.00,18.52,0.00
seq919,18.21,0.00,19.12,19.12,34.33,14.51,10.87,8.31,14.34,20.11,20.02,0.00,28.12,19.18,6.00,13.19,16.46,29.52,0.00,0.00
seq920,8.00,0.00,15.71,12.71,0.00,11.21,0.00,7.91,7.77,4.76,0.00,5.43,0.00,16.09,0.00,0.00,0.00,18.54,18.54,0.00
